variables,importance_mN1p8_ctau10
C_mu_Ds_pt,0.43377024
C_mu_Ds_BS_ips_xy,0.20668456
C_Hnl_vertex_cos2D,0.14079934
C_Ds_pt,0.095416896
C_pi_pt,0.046455275
C_mu1mu2_dr,0.033737686
C_mu_Hnl_pt,0.014649924
C_mu2pi_dr,0.01220974
C_Ds_vertex_prob,0.009659288
C_Hnl_vertex_2DSig_BS,0.0066170595
C_Ds_vertex_cos2D,0.0
C_Hnl_vertex_cos3D,0.0
C_Hnl_vertex_prob,0.0
C_mu_Hnl_BS_ips_xy,0.0
C_pi_BS_ip_xy,0.0
C_pi_BS_ips_xy,0.0
