variables,importance_mN1p8_ctau10
C_Hnl_vertex_cos2D,0.57486475
C_mu_Ds_pt,0.21354134
C_mu1mu2_dr,0.087505
C_pi_BS_ips_xy,0.07053671
C_mu_Hnl_BS_ips_xy,0.023711402
C_mu_Ds_BS_ips_xy,0.017976793
C_Ds_pt,0.0060219383
C_Ds_vertex_prob,0.005842044
C_Ds_vertex_cos2D,0.0
C_Hnl_vertex_2DSig_BS,0.0
C_Hnl_vertex_cos3D,0.0
C_Hnl_vertex_prob,0.0
C_mu_Hnl_pt,0.0
C_pi_BS_ip_xy,0.0
C_pi_pt,0.0
C_mu2pi_dr,0.0
