variables,importance_mN1p5_ctau10
C_Hnl_vertex_cos2D,0.2985457
C_mu_Ds_BS_ips_xy,0.20352307
C_mu_Hnl_pt,0.19693238
C_pi_BS_ips_xy,0.14037222
C_pi_BS_ip_xy,0.05233639
C_Hnl_vertex_2DSig_BS,0.04259462
C_mu_Ds_pt,0.026976557
C_pi_pt,0.02456347
C_Ds_vertex_cos2D,0.014039101
C_mu2pi_dr,0.000116506344
C_Ds_pt,0.0
C_Ds_vertex_prob,0.0
C_Hnl_vertex_cos3D,0.0
C_Hnl_vertex_prob,0.0
C_mu_Hnl_BS_ips_xy,0.0
C_mu1mu2_dr,0.0
